ENABLE,PDCAPREFIX,TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DUTCOMMAND,TIMEOUT,PLUGIN,ATLASCOMMAND,MDPARSER,REGEX,EXPECT,ENVIRONMENT,LIMITGROUP,RETESTPOLICY,HANGTIMEOUT,BGCT,PARAMETER,COF
1,2307,SOC,TEST-DDR-Margin-Pb,,"ddr margin test 0x363 15",100,Dut,sendCommand,0,,"PASS ddr margin test 0x363 15",PERTOS,xVT,AAB,,,,1
1,2308,SOC,TEST-DDR-Vref-Pb,,"ddr vref test 0x363 4 4 4 4",100,Dut,sendCommand,0,,"PASS ddr vref test 0x363 4 4 4 4",PERTOS,xVT,AAB,,,,1
1,2309,SOC,SET-PERF-0x6502245-P6,,"pmgr mode 0x6502245",5,Dut,sendCommand,0,,"PASS pmgr mode 0x6502245",PERTOS,xVT,AAB,,,,1
1,2310,SOC,TEST-DDR-Vref-P6,,"ddr vref test 0x363 4 4 4 4",100,Dut,sendCommand,0,,"PASS ddr vref test 0x363 4 4 4 4",PERTOS,xVT,AAB,,,,1
1,2311,SOC,SET-DCSDCSPG-ON-P6,,"ddr dcspg on",100,Dut,sendCommand,0,,"PASS ddr dcspg on",PERTOS,xVT,AAB,,,,1
1,2312,SOC,SET-UT-DUMP,,"ut all status show",60,Dut,sendCommand,0,,"PASS ut all status show",PERTOS,xVT,"A -> FA",,,,1
1,2313,SOC,SET-PERF-0xc502236-PC,,"pmgr mode 0xc502236",5,Dut,sendCommand,0,,"PASS pmgr mode 0xc502236",PERTOS,xVT,AAB,,,,1
1,2314,SOC,SET-Switch-To-DRAM,,"xfer con",5,Dut,sendCommand,0,,"PASS xfer con",PERTOS,xVT,AAB,,,,1
1,2315,SOC,SET-PERF-0xc502236-PC-DRAM,,"pmgr mode 0xc502236",5,Dut,sendCommand,0,,"PASS pmgr mode 0xc502236",PERTOS,xVT,AAB,,,,1
1,2316,SOC,SET-CORE-UP-DRAM,,"core up acc",5,Dut,sendCommand,0,,"PASS core up acc",PERTOS,xVT,AAB,,,,1
1,2317,SOC,SET-DPE-RECFG-P2,,"acc dpeppt reconfig",5,Dut,sendCommand,0,,"PASS acc dpeppt reconfig",PERTOS,xVT,AAB,,,,1
1,2318,SOC,SET-DDR-FS3,,"mmu ddr-protect fs3",10,Dut,sendCommand,0,,"PASS mmu ddr-protect fs3",PERTOS,xVT,AAB,,,,1
1,2319,SOC,SET-MOUNT-USB-FS-2,,"fs mount ddr",5,Dut,sendCommand,0,,"PASS fs mount ddr",PERTOS,xVT,AAB,,,,1
1,2320,SOC,ECHO-ANE-TEST-SECTION,,"echo >>>> ANE Tests <<<<",5,Rush,echo,0,,"PASS echo",PERTOS,xVT,AAB,,,,1
1,2321,SOC,SET-BBQ-ANE,,"bbq config fg 625 0 4 150  0 0 E B",5,Dut,sendCommand,0,,"PASS bbq config fg 625 0 4 150  0 0 E B",PERTOS,xVT,"A -> FA",,,,1
1,2322,SOC,ECHO-3P-ANE-TEST-SECTION,,"echo >>>> uRBM + ANE <<<<",5,Rush,echo,0,,"PASS echo",PERTOS,xVT,AAB,,,,1
1,2323,SOC,SET-PERF-0xc202256-Pc,,"pmgr mode 0xc202256",5,Dut,sendCommand,0,,"PASS pmgr mode 0xc202256",PERTOS,xVT,AAB,,,,1
1,2324,SOC,TEST-SC179-Pc-0x10,,"sc run 179 5 -coredown 0x70",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0x70",PERTOS,xVT,"A -> FA",,,,1
1,2325,SOC,TEST-SC179-Pc-0x20,,"sc run 179 5 -coredown 0xE0",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0xE0",PERTOS,xVT,"A -> FA",,,,1
1,2326,SOC,TEST-SC179-Pc-0x40,,"sc run 179 5 -coredown 0xB0",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0xB0",PERTOS,xVT,"A -> FA",,,,1
1,2327,SOC,TEST-SC179-Pc-0x80,,"sc run 179 5 -coredown 0xD0",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0xD0",PERTOS,xVT,"A -> FA",,,,1
1,2328,SOC,SET-PERF-0xb202256-Pb,,"pmgr mode 0xb202256",5,Dut,sendCommand,0,,"PASS pmgr mode 0xb202256",PERTOS,xVT,AAB,,,,1
1,2329,SOC,TEST-SC179-Pb-0x10,,"sc run 179 5 -coredown 0x10",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2330,SOC,TEST-SC179-Pb-0x20,,"sc run 179 5 -coredown 0x20",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2331,SOC,TEST-SC179-Pb-0x40,,"sc run 179 5 -coredown 0x40",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2332,SOC,TEST-SC179-Pb-0x80,,"sc run 179 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2333,SOC,TEST-SC179-Pb-0xF0,,"sc run 179 5 -coredown 0xf0",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0xf0",PERTOS,xVT,"A -> FA",,,,1
1,2334,SOC,SET-PERF-0xa202256-Pa,,"pmgr mode 0xa202256",5,Dut,sendCommand,0,,"PASS pmgr mode 0xa202256",PERTOS,xVT,AAB,,,,1
1,2335,SOC,TEST-SC179-Pa-0x10,,"sc run 179 5 -coredown 0x10",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2336,SOC,TEST-SC179-Pa-0x20,,"sc run 179 5 -coredown 0x20",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2337,SOC,TEST-SC179-Pa-0x40,,"sc run 179 5 -coredown 0x40",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2338,SOC,TEST-SC179-Pa-0x80,,"sc run 179 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2339,SOC,TEST-SC179-Pa-0xF0,,"sc run 179 5 -coredown 0xf0",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0xf0",PERTOS,xVT,"A -> FA",,,,1
1,2340,SOC,SET-PERF-0x9232246-P9,,"pmgr mode 0x9202256",5,Dut,sendCommand,0,,"PASS pmgr mode 0x9202256",PERTOS,xVT,AAB,,,,1
1,2341,SOC,TEST-SC179-ANE-BBQ-P9,,"sc run 179 5",10,Dut,sendCommand,0,,"PASS sc run 179 5",PERTOS,xVT,"A -> FA",,,,1
1,2342,SOC,TEST-SC179-ANE-BBQ-P9-0xF0,,"sc run 179 5 -coredown 0xf0",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0xf0",PERTOS,xVT,"A -> FA",,,,1
1,2343,SOC,SET-PERF-0x8232246-P8,,"pmgr mode 0x8202256",5,Dut,sendCommand,0,,"PASS pmgr mode 0x8202256",PERTOS,xVT,AAB,,,,1
1,2344,SOC,TEST-SC179-ANE-BBQ-P8,,"sc run 179 5",10,Dut,sendCommand,0,,"PASS sc run 179 5",PERTOS,xVT,"A -> FA",,,,1
1,2345,SOC,TEST-SC179-ANE-BBQ-P8-0xF0,,"sc run 179 5 -coredown 0xf0",10,Dut,sendCommand,0,,"PASS sc run 179 5 -coredown 0xf0",PERTOS,xVT,"A -> FA",,,,1
1,2346,SOC,SET-PERF-0x7202256-P7,,"pmgr mode 0x7202256",5,Dut,sendCommand,0,,"PASS pmgr mode 0x7202256",PERTOS,xVT,AAB,,,,1
1,2347,SOC,TEST-SC179-ANE-BBQ-P7,,"sc run 179 5",10,Dut,sendCommand,0,,"PASS sc run 179 5",PERTOS,xVT,"A -> FA",,,,1
1,2348,SOC,SET-PERF-0x6202246-P6,,"pmgr mode 0x6202246",5,Dut,sendCommand,0,,"PASS pmgr mode 0x6202246",PERTOS,xVT,AAB,,,,1
1,2349,SOC,TEST-SC179-ANE-BBQ-P6,,"sc run 179 5",10,Dut,sendCommand,0,,"PASS sc run 179 5",PERTOS,xVT,"A -> FA",,,,1
1,2350,SOC,SET-PERF-0x5202246-P5,,"pmgr mode 0x5202246",5,Dut,sendCommand,0,,"PASS pmgr mode 0x5202246",PERTOS,xVT,AAB,,,,1
1,2351,SOC,TEST-SC179-ANE-BBQ-P5,,"sc run 179 5",10,Dut,sendCommand,0,,"PASS sc run 179 5",PERTOS,xVT,"A -> FA",,,,1
1,2352,SOC,SET-PERF-0x4202246-P4,,"pmgr mode 0x4202246",5,Dut,sendCommand,0,,"PASS pmgr mode 0x4202246",PERTOS,xVT,AAB,,,,1
1,2353,SOC,TEST-SC179-ANE-BBQ-P4,,"sc run 179 5",10,Dut,sendCommand,0,,"PASS sc run 179 5",PERTOS,xVT,"A -> FA",,,,1
1,2354,SOC,SET-PERF-0x3202246-P3,,"pmgr mode 0x3202246",5,Dut,sendCommand,0,,"PASS pmgr mode 0x3202246",PERTOS,xVT,AAB,,,,1
1,2355,SOC,TEST-SC179-ANE-BBQ-P3,,"sc run 179 5",10,Dut,sendCommand,0,,"PASS sc run 179 5",PERTOS,xVT,"A -> FA",,,,1
1,2356,SOC,SET-PERF-0x2202246-P2,,"pmgr mode 0x2202246",5,Dut,sendCommand,0,,"PASS pmgr mode 0x2202246",PERTOS,xVT,AAB,,,,1
1,2357,SOC,TEST-SC179-ANE-BBQ-P2,,"sc run 179 5",10,Dut,sendCommand,0,,"PASS sc run 179 5",PERTOS,xVT,"A -> FA",,,,1
1,2358,SOC,SET-PERF-0x1202246-P1,,"pmgr mode 0x1202246",5,Dut,sendCommand,0,,"PASS pmgr mode 0x1202246",PERTOS,xVT,AAB,,,,1
1,2359,SOC,TEST-SC179-ANE-BBQ-P1,,"sc run 179 5",10,Dut,sendCommand,0,,"PASS sc run 179 5",PERTOS,xVT,"A -> FA",,,,1
1,2360,SOC,ECHO-uRBM-ANE-TEST,,"echo >>>> uRBM + ANE Tests <<<<",5,Rush,echo,0,,"PASS echo",PERTOS,xVT,AAB,,,,1
1,2361,SOC,SET-PERF-0xc502255-Pc-SC186,,"pmgr mode 0xc502255",10,Dut,sendCommand,0,,"PASS pmgr mode 0xc502255",PERTOS,xVT,"A -> FA",,,,1
1,2362,SOC,TEST-SC186-Pc-0xE0,,"sc run 186 5 -coredown 0xE0",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0xE0",PERTOS,xVT,"A -> FA",,,,1
1,2363,SOC,TEST-SC405-Pc-0xE0,,"sc run 405 5 -coredown 0xE0",100,Dut,sendCommand,0,,"PASS sc run 405 5 -coredown 0xE0",PERTOS,xVT,"A -> FA",,,,1
1,2364,SOC,TEST-SC408-Pc-0xE0,,"sc run 408 5 -coredown 0xE0",100,Dut,sendCommand,0,,"PASS sc run 408 5 -coredown 0xE0",PERTOS,xVT,"A -> FA",,,,1
1,2365,SOC,TEST-SC415-Pc-0xE0,,"sc run 415 5 -coredown 0xE0",10,Dut,sendCommand,0,,"PASS sc run 415 5 -coredown 0xE0",PERTOS,xVT,"A -> FA",,,,1
1,2366,SOC,TEST-SC441-Pc-0xE0,,"sc run 441 5 -coredown 0xE0",100,Dut,sendCommand,0,,"PASS sc run 441 5 -coredown 0xE0",PERTOS,xVT,"A -> FA",,,,1
1,2367,SOC,TEST-SC186-Pc-0xD0,,"sc run 186 5 -coredown 0xD0",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0xD0",PERTOS,xVT,"A -> FA",,,,1
1,2368,SOC,TEST-SC405-Pc-0xD0,,"sc run 405 5 -coredown 0xD0",100,Dut,sendCommand,0,,"PASS sc run 405 5 -coredown 0xD0",PERTOS,xVT,"A -> FA",,,,1
1,2369,SOC,TEST-SC408-Pc-0xD0,,"sc run 408 5 -coredown 0xD0",100,Dut,sendCommand,0,,"PASS sc run 408 5 -coredown 0xD0",PERTOS,xVT,"A -> FA",,,,1
1,2370,SOC,TEST-SC415-Pc-0xD0,,"sc run 415 5 -coredown 0xD0",10,Dut,sendCommand,0,,"PASS sc run 415 5 -coredown 0xD0",PERTOS,xVT,"A -> FA",,,,1
1,2371,SOC,TEST-SC441-Pc-0xD0,,"sc run 441 5 -coredown 0xD0",100,Dut,sendCommand,0,,"PASS sc run 441 5 -coredown 0xD0",PERTOS,xVT,"A -> FA",,,,1
1,2372,SOC,TEST-SC186-Pc-0xB0,,"sc run 186 5 -coredown 0xB0",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0xB0",PERTOS,xVT,"A -> FA",,,,1
1,2373,SOC,TEST-SC405-Pc-0xB0,,"sc run 405 5 -coredown 0xB0",100,Dut,sendCommand,0,,"PASS sc run 405 5 -coredown 0xB0",PERTOS,xVT,"A -> FA",,,,1
1,2374,SOC,TEST-SC408-Pc-0xB0,,"sc run 408 5 -coredown 0xB0",100,Dut,sendCommand,0,,"PASS sc run 408 5 -coredown 0xB0",PERTOS,xVT,"A -> FA",,,,1
1,2375,SOC,TEST-SC415-Pc-0xB0,,"sc run 415 5 -coredown 0xB0",10,Dut,sendCommand,0,,"PASS sc run 415 5 -coredown 0xB0",PERTOS,xVT,"A -> FA",,,,1
1,2376,SOC,TEST-SC441-Pc-0xB0,,"sc run 441 5 -coredown 0xB0",100,Dut,sendCommand,0,,"PASS sc run 441 5 -coredown 0xB0",PERTOS,xVT,"A -> FA",,,,1
1,2377,SOC,TEST-SC186-Pc-0x70,,"sc run 186 5 -coredown 0x70",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0x70",PERTOS,xVT,"A -> FA",,,,1
1,2378,SOC,TEST-SC405-Pc-0x70,,"sc run 405 5 -coredown 0x70",100,Dut,sendCommand,0,,"PASS sc run 405 5 -coredown 0x70",PERTOS,xVT,"A -> FA",,,,1
1,2379,SOC,TEST-SC408-Pc-0x70,,"sc run 408 5 -coredown 0x70",100,Dut,sendCommand,0,,"PASS sc run 408 5 -coredown 0x70",PERTOS,xVT,"A -> FA",,,,1
1,2380,SOC,TEST-SC415-Pc-0x70,,"sc run 415 5 -coredown 0x70",10,Dut,sendCommand,0,,"PASS sc run 415 5 -coredown 0x70",PERTOS,xVT,"A -> FA",,,,1
1,2381,SOC,TEST-SC441-Pc-0x70,,"sc run 441 5 -coredown 0x70",100,Dut,sendCommand,0,,"PASS sc run 441 5 -coredown 0x70",PERTOS,xVT,"A -> FA",,,,1
1,2382,SOC,SET-PERF-0xb502255-Pb-SC186,,"pmgr mode 0xb502255",5,Dut,sendCommand,0,,"PASS pmgr mode 0xb502255",PERTOS,xVT,AAB,,,,1
1,2383,SOC,TEST-SC186-Pb-0x10,,"sc run 186 5 -coredown 0x10",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2384,SOC,TEST-SC188-Pb-0x10,,"sc run 188 5 -coredown 0x10",100,Dut,sendCommand,0,,"PASS sc run 188 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2385,SOC,TEST-SC191-Pb-0x10,,"sc run 191 5 -coredown 0x10",100,Dut,sendCommand,0,,"PASS sc run 191 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2386,SOC,TEST-SC401-Pb-0x10,,"sc run 401 5 -coredown 0x10",10,Dut,sendCommand,0,,"PASS sc run 401 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2387,SOC,TEST-SC403-Pb-0x10,,"sc run 403 5 -coredown 0x10",10,Dut,sendCommand,0,,"PASS sc run 403 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2388,SOC,TEST-SC186-Pb-0x20,,"sc run 186 5 -coredown 0x20",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2389,SOC,TEST-SC188-Pb-0x20,,"sc run 188 5 -coredown 0x20",100,Dut,sendCommand,0,,"PASS sc run 188 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2390,SOC,TEST-SC191-Pb-0x20,,"sc run 191 5 -coredown 0x20",100,Dut,sendCommand,0,,"PASS sc run 191 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2391,SOC,TEST-SC401-Pb-0x20,,"sc run 401 5 -coredown 0x20",10,Dut,sendCommand,0,,"PASS sc run 401 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2392,SOC,TEST-SC403-Pb-0x20,,"sc run 403 5 -coredown 0x20",10,Dut,sendCommand,0,,"PASS sc run 403 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2393,SOC,TEST-SC186-Pb-0x40,,"sc run 186 5 -coredown 0x40",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2394,SOC,TEST-SC188-Pb-0x40,,"sc run 188 5 -coredown 0x40",100,Dut,sendCommand,0,,"PASS sc run 188 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2395,SOC,TEST-SC191-Pb-0x40,,"sc run 191 5 -coredown 0x40",100,Dut,sendCommand,0,,"PASS sc run 191 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2396,SOC,TEST-SC401-Pb-0x40,,"sc run 401 5 -coredown 0x40",10,Dut,sendCommand,0,,"PASS sc run 401 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2397,SOC,TEST-SC403-Pb-0x40,,"sc run 403 5 -coredown 0x40",10,Dut,sendCommand,0,,"PASS sc run 403 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2398,SOC,TEST-SC186-Pb-0x80,,"sc run 186 5 -coredown 0x80",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2399,SOC,TEST-SC188-Pb-0x80,,"sc run 188 5 -coredown 0x80",100,Dut,sendCommand,0,,"PASS sc run 188 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2400,SOC,TEST-SC191-Pb-0x80,,"sc run 191 5 -coredown 0x80",100,Dut,sendCommand,0,,"PASS sc run 191 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2401,SOC,TEST-SC401-Pb-0x80,,"sc run 401 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 401 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2402,SOC,TEST-SC403-Pb-0x80,,"sc run 403 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 403 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2403,SOC,TEST-SC187-Pb-0x30,,"sc run 187 5 -coredown 0x30",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0x30",PERTOS,xVT,"A -> FA",,,,1
1,2404,SOC,TEST-SC187-Pb-0xC0,,"sc run 187 5 -coredown 0xc0",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0xc0",PERTOS,xVT,"A -> FA",,,,1
1,2405,SOC,TEST-SC187-Pb-0x90,,"sc run 187 5 -coredown 0x90",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0x90",PERTOS,xVT,"A -> FA",,,,1
1,2406,SOC,TEST-SC187-Pb-0x60,,"sc run 187 5 -coredown 0x60",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0x60",PERTOS,xVT,"A -> FA",,,,1
1,2407,SOC,SET-PERF-0xa502255-Pa-SC186,,"pmgr mode 0xa502255",10,Dut,sendCommand,0,,"PASS pmgr mode 0xa502255",PERTOS,xVT,AAB,,,,1
1,2408,SOC,TEST-SC186-Pa-0x10,,"sc run 186 5 -coredown 0x10",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2409,SOC,TEST-SC188-Pa-0x10,,"sc run 188 5 -coredown 0x10",100,Dut,sendCommand,0,,"PASS sc run 188 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2410,SOC,TEST-SC191-Pa-0x10,,"sc run 191 5 -coredown 0x10",100,Dut,sendCommand,0,,"PASS sc run 191 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2411,SOC,TEST-SC401-Pa-0x10,,"sc run 401 5 -coredown 0x10",10,Dut,sendCommand,0,,"PASS sc run 401 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2412,SOC,TEST-SC403-Pa-0x10,,"sc run 403 5 -coredown 0x10",10,Dut,sendCommand,0,,"PASS sc run 403 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2413,SOC,TEST-SC186-Pa-0x20,,"sc run 186 5 -coredown 0x20",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2414,SOC,TEST-SC188-Pa-0x20,,"sc run 188 5 -coredown 0x20",100,Dut,sendCommand,0,,"PASS sc run 188 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2415,SOC,TEST-SC191-Pa-0x20,,"sc run 191 5 -coredown 0x20",100,Dut,sendCommand,0,,"PASS sc run 191 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2416,SOC,TEST-SC401-Pa-0x20,,"sc run 401 5 -coredown 0x20",10,Dut,sendCommand,0,,"PASS sc run 401 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2417,SOC,TEST-SC403-Pa-0x20,,"sc run 403 5 -coredown 0x20",10,Dut,sendCommand,0,,"PASS sc run 403 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2418,SOC,TEST-SC186-Pa-0x40,,"sc run 186 5 -coredown 0x40",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2419,SOC,TEST-SC188-Pa-0x40,,"sc run 188 5 -coredown 0x40",100,Dut,sendCommand,0,,"PASS sc run 188 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2420,SOC,TEST-SC191-Pa-0x40,,"sc run 191 5 -coredown 0x40",100,Dut,sendCommand,0,,"PASS sc run 191 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2421,SOC,TEST-SC401-Pa-0x40,,"sc run 401 5 -coredown 0x40",10,Dut,sendCommand,0,,"PASS sc run 401 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2422,SOC,TEST-SC403-Pa-0x40,,"sc run 403 5 -coredown 0x40",10,Dut,sendCommand,0,,"PASS sc run 403 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2423,SOC,TEST-SC186-Pa-0x80,,"sc run 186 5 -coredown 0x80",100,Dut,sendCommand,0,,"PASS sc run 186 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2424,SOC,TEST-SC188-Pa-0x80,,"sc run 188 5 -coredown 0x80",100,Dut,sendCommand,0,,"PASS sc run 188 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2425,SOC,TEST-SC191-Pa-0x80,,"sc run 191 5 -coredown 0x80",100,Dut,sendCommand,0,,"PASS sc run 191 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2426,SOC,TEST-SC401-Pa-0x80,,"sc run 401 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 401 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2427,SOC,TEST-SC403-Pa-0x80,,"sc run 403 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 403 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2428,SOC,TEST-SC187-Pa-0x30,,"sc run 187 5 -coredown 0x30",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0x30",PERTOS,xVT,"A -> FA",,,,1
1,2429,SOC,TEST-SC187-Pa-0xC0,,"sc run 187 5 -coredown 0xc0",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0xc0",PERTOS,xVT,"A -> FA",,,,1
1,2430,SOC,TEST-SC187-Pa-0x90,,"sc run 187 5 -coredown 0x90",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0x90",PERTOS,xVT,"A -> FA",,,,1
1,2431,SOC,TEST-SC187-Pa-0x60,,"sc run 187 5 -coredown 0x60",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0x60",PERTOS,xVT,"A -> FA",,,,1
1,2432,SOC,SET-PERF-0x9502255-P9-SC186,,"pmgr mode 0x9502255",10,Dut,sendCommand,0,,"PASS pmgr mode 0x9502255",PERTOS,xVT,"A -> FA",,,,1
1,2433,SOC,TEST-SC186-P9,,"sc run 186 5",100,Dut,sendCommand,0,,"PASS sc run 186 5",PERTOS,xVT,"A -> FA",,,,1
1,2434,SOC,TEST-SC188-P9,,"sc run 188 5",100,Dut,sendCommand,0,,"PASS sc run 188 5",PERTOS,xVT,"A -> FA",,,,1
1,2435,SOC,TEST-SC191-P9,,"sc run 191 5",100,Dut,sendCommand,0,,"PASS sc run 191 5",PERTOS,xVT,"A -> FA",,,,1
1,2436,SOC,TEST-SC401-P9,,"sc run 401 5",10,Dut,sendCommand,0,,"PASS sc run 401 5",PERTOS,xVT,"A -> FA",,,,1
1,2437,SOC,TEST-SC403-P9,,"sc run 403 5",10,Dut,sendCommand,0,,"PASS sc run 403 5",PERTOS,xVT,"A -> FA",,,,1
1,2438,SOC,TEST-SC187-P9-0x10,,"sc run 187 5 -coredown 0x10",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2439,SOC,TEST-SC187-P9-0x20,,"sc run 187 5 -coredown 0x20",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2440,SOC,TEST-SC187-P9-0x40,,"sc run 187 5 -coredown 0x40",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2441,SOC,TEST-SC187-P9-0x80,,"sc run 187 5 -coredown 0x80",100,Dut,sendCommand,0,,"PASS sc run 187 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2442,SOC,SET-PERF-0x8502255-P8-SC186,,"pmgr mode 0x8502255",5,Dut,sendCommand,0,,"PASS pmgr mode 0x8502255",PERTOS,xVT,AAB,,,,1
1,2443,SOC,TEST-SC186-P8,,"sc run 186 5",100,Dut,sendCommand,0,,"PASS sc run 186 5",PERTOS,xVT,"A -> FA",,,,1
1,2444,SOC,TEST-SC187-P8,,"sc run 187 5",100,Dut,sendCommand,0,,"PASS sc run 187 5",PERTOS,xVT,"A -> FA",,,,1
1,2445,SOC,TEST-SC188-P8,,"sc run 188 5",100,Dut,sendCommand,0,,"PASS sc run 188 5",PERTOS,xVT,"A -> FA",,,,1
1,2446,SOC,TEST-SC191-P8,,"sc run 191 5",100,Dut,sendCommand,0,,"PASS sc run 191 5",PERTOS,xVT,"A -> FA",,,,1
1,2447,SOC,TEST-SC401-P8,,"sc run 401 5",10,Dut,sendCommand,0,,"PASS sc run 401 5",PERTOS,xVT,"A -> FA",,,,1
1,2448,SOC,TEST-SC403-P8,,"sc run 403 5",10,Dut,sendCommand,0,,"PASS sc run 403 5",PERTOS,xVT,"A -> FA",,,,1
