ENABLE,PDCAPREFIX,TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DUTCOMMAND,TIMEOUT,PLUGIN,ATLASCOMMAND,MDPARSER,REGEX,EXPECT,ENVIRONMENT,LIMITGROUP,RETESTPOLICY,HANGTIMEOUT,BGCT,PARAMETER,COF
1,2148,SOC,TEST-SC172-Pb-0x7F,,"sc run 172 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 172 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2149,SOC,TEST-SC182-Pb-0x7F,,"sc run 182 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 182 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2150,SOC,TEST-SC173-Pb-0xCF,,"sc run 173 5 -coredown 0x30",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0x30",PERTOS,xVT,"A -> FA",,,,1
1,2151,SOC,TEST-SC184-Pb-0xCF,,"sc run 184 5 -coredown 0x30",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0x30",PERTOS,xVT,"A -> FA",,,,1
1,2152,SOC,TEST-SC173-Pb-0x9F,,"sc run 173 5 -coredown 0x60",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0x60",PERTOS,xVT,"A -> FA",,,,1
1,2153,SOC,TEST-SC184-Pb-0x9F,,"sc run 184 5 -coredown 0x60",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0x60",PERTOS,xVT,"A -> FA",,,,1
1,2154,SOC,TEST-SC173-Pb-0x6F,,"sc run 173 5 -coredown 0x90",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0x90",PERTOS,xVT,"A -> FA",,,,1
1,2155,SOC,TEST-SC184-Pb-0x6F,,"sc run 184 5 -coredown 0x90",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0x90",PERTOS,xVT,"A -> FA",,,,1
1,2156,SOC,TEST-SC173-Pb-0x3F,,"sc run 173 5 -coredown 0xC0",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0xC0",PERTOS,xVT,"A -> FA",,,,1
1,2157,SOC,TEST-SC184-Pb-0x3F,,"sc run 184 5 -coredown 0xC0",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0xC0",PERTOS,xVT,"A -> FA",,,,1
1,2158,SOC,ECHO-4CORE-SECTION-Pa-SC6,,"echo >>>> 4P, 3P+ANE, 4P+AMX, 2P+AMX+ANE <<<<",5,Rush,echo,0,,"PASS echo",PERTOS,xVT,AAB,,,,1
1,2159,SOC,SET-PERF-0xa502255-Pa,,"pmgr mode 0xa502255",10,Dut,sendCommand,0,,"PASS pmgr mode 0xa502255",PERTOS,xVT,AAB,,,,1
1,2160,SOC,TEST-SC6-Pa,,"sc run 6 5",100,Dut,sendCommand,0,,"PASS sc run 6 5",PERTOS,xVT,"A -> FA",,,,1
1,2161,SOC,TEST-SC7-Pa,,"sc run 7 5",40,Dut,sendCommand,0,,"PASS sc run 7 5",PERTOS,xVT,"A -> FA",,,,1
1,2162,SOC,TEST-SC13-Pa,,"sc run 13 10",100,Dut,sendCommand,0,,"PASS sc run 13 10",PERTOS,xVT,"A -> FA",,,,1
1,2163,SOC,TEST-SC19-Pa,,"sc run 19 5",100,Dut,sendCommand,0,,"PASS sc run 19 5",PERTOS,xVT,"A -> FA",,,,1
1,2164,SOC,TEST-SC27-Pa,,"sc run 27 5",100,Dut,sendCommand,0,,"PASS sc run 27 5",PERTOS,xVT,"A -> FA",,,,1
1,2165,SOC,TEST-SC499-Pa,,"sc run 499 5",100,Dut,sendCommand,0,,"PASS sc run 499 5",PERTOS,xVT,"A -> FA",,,,1
1,2166,SOC,TEST-SC172-Pa-0xEF,,"sc run 172 5 -coredown 0x10",10,Dut,sendCommand,0,,"PASS sc run 172 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2167,SOC,TEST-SC182-Pa-0xEF,,"sc run 182 5 -coredown 0x10",10,Dut,sendCommand,0,,"PASS sc run 182 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2168,SOC,TEST-SC172-Pa-0xDF,,"sc run 172 5 -coredown 0x20",10,Dut,sendCommand,0,,"PASS sc run 172 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2169,SOC,TEST-SC182-Pa-0xDF,,"sc run 182 5 -coredown 0x20",10,Dut,sendCommand,0,,"PASS sc run 182 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2170,SOC,TEST-SC172-Pa-0xBF,,"sc run 172 5 -coredown 0x40",10,Dut,sendCommand,0,,"PASS sc run 172 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2171,SOC,TEST-SC182-Pa-0xBF,,"sc run 182 5 -coredown 0x40",10,Dut,sendCommand,0,,"PASS sc run 182 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2172,SOC,TEST-SC172-Pa-0x7F,,"sc run 172 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 172 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2173,SOC,TEST-SC182-Pa-0x7F,,"sc run 182 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 182 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2174,SOC,TEST-SC173-Pa-0xCF,,"sc run 173 5 -coredown 0x30",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0x30",PERTOS,xVT,"A -> FA",,,,1
1,2175,SOC,TEST-SC184-Pa-0xCF,,"sc run 184 5 -coredown 0x30",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0x30",PERTOS,xVT,"A -> FA",,,,1
1,2176,SOC,TEST-SC173-Pa-0x9F,,"sc run 173 5 -coredown 0x60",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0x60",PERTOS,xVT,"A -> FA",,,,1
1,2177,SOC,TEST-SC184-Pa-0x9F,,"sc run 184 5 -coredown 0x60",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0x60",PERTOS,xVT,"A -> FA",,,,1
1,2178,SOC,TEST-SC173-Pa-0x6F,,"sc run 173 5 -coredown 0x90",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0x90",PERTOS,xVT,"A -> FA",,,,1
1,2179,SOC,TEST-SC184-Pa-0x6F,,"sc run 184 5 -coredown 0x90",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0x90",PERTOS,xVT,"A -> FA",,,,1
1,2180,SOC,TEST-SC173-Pa-0x3F,,"sc run 173 5 -coredown 0xC0",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0xC0",PERTOS,xVT,"A -> FA",,,,1
1,2181,SOC,TEST-SC184-Pa-0x3F,,"sc run 184 5 -coredown 0xC0",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0xC0",PERTOS,xVT,"A -> FA",,,,1
1,2182,SOC,SET-PERF-0x9502245-P9-SC6,,"pmgr mode 0x9502255",10,Dut,sendCommand,0,,"PASS pmgr mode 0x9502255",PERTOS,xVT,"A -> FA",,,,1
1,2183,SOC,TEST-SC6-P9,,"sc run 6 5",100,Dut,sendCommand,0,,"PASS sc run 6 5",PERTOS,xVT,"A -> FA",,,,1
1,2184,SOC,TEST-SC7-P9,,"sc run 7 5",40,Dut,sendCommand,0,,"PASS sc run 7 5",PERTOS,xVT,"A -> FA",,,,1
1,2185,SOC,TEST-SC13-P9,,"sc run 13 10",100,Dut,sendCommand,0,,"PASS sc run 13 10",PERTOS,xVT,"A -> FA",,,,1
1,2186,SOC,TEST-SC19-P9,,"sc run 19 5",100,Dut,sendCommand,0,,"PASS sc run 19 5",PERTOS,xVT,"A -> FA",,,,1
1,2187,SOC,TEST-SC27-P9,,"sc run 27 5",100,Dut,sendCommand,0,,"PASS sc run 27 5",PERTOS,xVT,"A -> FA",,,,1
1,2188,SOC,TEST-SC172-P9,,"sc run 172 5",100,Dut,sendCommand,0,,"PASS sc run 172 5",PERTOS,xVT,"A -> FA",,,,1
1,2189,SOC,TEST-SC182-P9,,"sc run 182 5",100,Dut,sendCommand,0,,"PASS sc run 182 5",PERTOS,xVT,"A -> FA",,,,1
1,2190,SOC,TEST-SC499-P9,,"sc run 499 5",100,Dut,sendCommand,0,,"PASS sc run 499 5",PERTOS,xVT,"A -> FA",,,,1
1,2191,SOC,TEST-SC173-P9-0xEF,,"sc run 173 5 -coredown 0x10",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2192,SOC,TEST-SC184-P9-0xEF,,"sc run 184 5 -coredown 0x10",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0x10",PERTOS,xVT,"A -> FA",,,,1
1,2193,SOC,TEST-SC173-P9-0xDF,,"sc run 173 5 -coredown 0x20",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2194,SOC,TEST-SC184-P9-0xDF,,"sc run 184 5 -coredown 0x20",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0x20",PERTOS,xVT,"A -> FA",,,,1
1,2195,SOC,TEST-SC173-P9-0xBF,,"sc run 173 5 -coredown 0x40",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2196,SOC,TEST-SC184-P9-0xBF,,"sc run 184 5 -coredown 0x40",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0x40",PERTOS,xVT,"A -> FA",,,,1
1,2197,SOC,TEST-SC173-P9-0x7F,,"sc run 173 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 173 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2198,SOC,TEST-SC184-P9-0x7F,,"sc run 184 5 -coredown 0x80",10,Dut,sendCommand,0,,"PASS sc run 184 5 -coredown 0x80",PERTOS,xVT,"A -> FA",,,,1
1,2199,SOC,SET-PERF-0x8502245-P8-SC6,,"pmgr mode 0x8502255",10,Dut,sendCommand,0,,"PASS pmgr mode 0x8502255",PERTOS,xVT,AAB,,,,1
1,2200,SOC,TEST-SC6-P8,,"sc run 6 5",100,Dut,sendCommand,0,,"PASS sc run 6 5",PERTOS,xVT,"A -> FA",,,,1
1,2201,SOC,TEST-SC7-P8,,"sc run 7 5",40,Dut,sendCommand,0,,"PASS sc run 7 5",PERTOS,xVT,"A -> FA",,,,1
1,2202,SOC,TEST-SC13-P8,,"sc run 13 10",100,Dut,sendCommand,0,,"PASS sc run 13 10",PERTOS,xVT,"A -> FA",,,,1
1,2203,SOC,TEST-SC19-P8,,"sc run 19 5",100,Dut,sendCommand,0,,"PASS sc run 19 5",PERTOS,xVT,"A -> FA",,,,1
1,2204,SOC,TEST-SC27-P8,,"sc run 27 5",100,Dut,sendCommand,0,,"PASS sc run 27 5",PERTOS,xVT,"A -> FA",,,,1
1,2205,SOC,TEST-SC172-P8,,"sc run 172 5",10,Dut,sendCommand,0,,"PASS sc run 172 5",PERTOS,xVT,"A -> FA",,,,1
1,2206,SOC,TEST-SC173-P8,,"sc run 173 5",10,Dut,sendCommand,0,,"PASS sc run 173 5",PERTOS,xVT,"A -> FA",,,,1
1,2207,SOC,TEST-SC182-P8,,"sc run 182 5",10,Dut,sendCommand,0,,"PASS sc run 182 5",PERTOS,xVT,"A -> FA",,,,1
1,2208,SOC,TEST-SC184-P8,,"sc run 184 5",10,Dut,sendCommand,0,,"PASS sc run 184 5",PERTOS,xVT,"A -> FA",,,,1
1,2209,SOC,TEST-SC499-P8,,"sc run 499 5",100,Dut,sendCommand,0,,"PASS sc run 499 5",PERTOS,xVT,"A -> FA",,,,1
1,2210,SOC,SET-PERF-0x7502255-P7-SC6,,"pmgr mode 0x7502255",10,Dut,sendCommand,0,,"PASS pmgr mode 0x7502255",PERTOS,xVT,AAB,,,,1
1,2211,SOC,TEST-SC6-P7,,"sc run 6 5",100,Dut,sendCommand,0,,"PASS sc run 6 5",PERTOS,xVT,"A -> FA",,,,1
1,2212,SOC,TEST-SC7-P7,,"sc run 7 5",40,Dut,sendCommand,0,,"PASS sc run 7 5",PERTOS,xVT,"A -> FA",,,,1
1,2213,SOC,TEST-SC13-P7,,"sc run 13 10",100,Dut,sendCommand,0,,"PASS sc run 13 10",PERTOS,xVT,"A -> FA",,,,1
1,2214,SOC,TEST-SC19-P7,,"sc run 19 5",100,Dut,sendCommand,0,,"PASS sc run 19 5",PERTOS,xVT,"A -> FA",,,,1
1,2215,SOC,TEST-SC27-P7,,"sc run 27 5",100,Dut,sendCommand,0,,"PASS sc run 27 5",PERTOS,xVT,"A -> FA",,,,1
1,2216,SOC,TEST-SC172-P7,,"sc run 172 5",10,Dut,sendCommand,0,,"PASS sc run 172 5",PERTOS,xVT,"A -> FA",,,,1
1,2217,SOC,TEST-SC173-P7,,"sc run 173 5",10,Dut,sendCommand,0,,"PASS sc run 173 5",PERTOS,xVT,"A -> FA",,,,1
1,2218,SOC,TEST-SC182-P7,,"sc run 182 5",10,Dut,sendCommand,0,,"PASS sc run 182 5",PERTOS,xVT,"A -> FA",,,,1
1,2219,SOC,TEST-SC184-P7,,"sc run 184 5",10,Dut,sendCommand,0,,"PASS sc run 184 5",PERTOS,xVT,"A -> FA",,,,1
1,2220,SOC,TEST-SC499-P7,,"sc run 499 5",100,Dut,sendCommand,0,,"PASS sc run 499 5",PERTOS,xVT,"A -> FA",,,,1
1,2221,SOC,SET-PERF-0x6502245-P6-SC6,,"pmgr mode 0x6502245",10,Dut,sendCommand,0,,"PASS pmgr mode 0x6502245",PERTOS,xVT,AAB,,,,1
1,2222,SOC,TEST-SC6-P6,,"sc run 6 5",100,Dut,sendCommand,0,,"PASS sc run 6 5",PERTOS,xVT,"A -> FA",,,,1
1,2223,SOC,TEST-SC7-P6,,"sc run 7 5",40,Dut,sendCommand,0,,"PASS sc run 7 5",PERTOS,xVT,"A -> FA",,,,1
1,2224,SOC,TEST-SC13-P6,,"sc run 13 10",100,Dut,sendCommand,0,,"PASS sc run 13 10",PERTOS,xVT,"A -> FA",,,,1
1,2225,SOC,TEST-SC19-P6,,"sc run 19 5",100,Dut,sendCommand,0,,"PASS sc run 19 5",PERTOS,xVT,"A -> FA",,,,1
1,2226,SOC,TEST-SC27-P6,,"sc run 27 5",100,Dut,sendCommand,0,,"PASS sc run 27 5",PERTOS,xVT,"A -> FA",,,,1
1,2227,SOC,TEST-SC172-P6,,"sc run 172 5",10,Dut,sendCommand,0,,"PASS sc run 172 5",PERTOS,xVT,"A -> FA",,,,1
1,2228,SOC,TEST-SC173-P6,,"sc run 173 5",10,Dut,sendCommand,0,,"PASS sc run 173 5",PERTOS,xVT,"A -> FA",,,,1
1,2229,SOC,TEST-SC182-P6,,"sc run 182 5",10,Dut,sendCommand,0,,"PASS sc run 182 5",PERTOS,xVT,"A -> FA",,,,1
1,2230,SOC,TEST-SC184-P6,,"sc run 184 5",10,Dut,sendCommand,0,,"PASS sc run 184 5",PERTOS,xVT,"A -> FA",,,,1
1,2231,SOC,TEST-SC499-P6,,"sc run 499 5",100,Dut,sendCommand,0,,"PASS sc run 499 5",PERTOS,xVT,"A -> FA",,,,1
1,2232,SOC,SET-PERF-0x5502245-P5-SC6,,"pmgr mode 0x5502245",10,Dut,sendCommand,0,,"PASS pmgr mode 0x5502245",PERTOS,xVT,AAB,,,,1
1,2233,SOC,TEST-SC6-P5,,"sc run 6 5",100,Dut,sendCommand,0,,"PASS sc run 6 5",PERTOS,xVT,"A -> FA",,,,1
1,2234,SOC,TEST-SC7-P5,,"sc run 7 5",40,Dut,sendCommand,0,,"PASS sc run 7 5",PERTOS,xVT,"A -> FA",,,,1
1,2235,SOC,TEST-SC13-P5,,"sc run 13 10",100,Dut,sendCommand,0,,"PASS sc run 13 10",PERTOS,xVT,"A -> FA",,,,1
1,2236,SOC,TEST-SC19-P5,,"sc run 19 5",100,Dut,sendCommand,0,,"PASS sc run 19 5",PERTOS,xVT,"A -> FA",,,,1
1,2237,SOC,TEST-SC27-P5,,"sc run 27 5",100,Dut,sendCommand,0,,"PASS sc run 27 5",PERTOS,xVT,"A -> FA",,,,1
1,2238,SOC,TEST-SC172-P5,,"sc run 172 5",10,Dut,sendCommand,0,,"PASS sc run 172 5",PERTOS,xVT,"A -> FA",,,,1
1,2239,SOC,TEST-SC173-P5,,"sc run 173 5",10,Dut,sendCommand,0,,"PASS sc run 173 5",PERTOS,xVT,"A -> FA",,,,1
1,2240,SOC,TEST-SC182-P5,,"sc run 182 5",10,Dut,sendCommand,0,,"PASS sc run 182 5",PERTOS,xVT,"A -> FA",,,,1
1,2241,SOC,TEST-SC184-P5,,"sc run 184 5",10,Dut,sendCommand,0,,"PASS sc run 184 5",PERTOS,xVT,"A -> FA",,,,1
1,2242,SOC,TEST-SC499-P5,,"sc run 499 5",100,Dut,sendCommand,0,,"PASS sc run 499 5",PERTOS,xVT,"A -> FA",,,,1
1,2243,SOC,SET-PERF-0x4402245-P4-SC6,,"pmgr mode 0x4402245",10,Dut,sendCommand,0,,"PASS pmgr mode 0x4402245",PERTOS,xVT,AAB,,,,1
1,2244,SOC,TEST-SC6-P4,,"sc run 6 5",100,Dut,sendCommand,0,,"PASS sc run 6 5",PERTOS,xVT,"A -> FA",,,,1
1,2245,SOC,TEST-SC7-P4,,"sc run 7 5",40,Dut,sendCommand,0,,"PASS sc run 7 5",PERTOS,xVT,"A -> FA",,,,1
1,2246,SOC,TEST-SC13-P4,,"sc run 13 10",100,Dut,sendCommand,0,,"PASS sc run 13 10",PERTOS,xVT,"A -> FA",,,,1
1,2247,SOC,TEST-SC19-P4,,"sc run 19 5",100,Dut,sendCommand,0,,"PASS sc run 19 5",PERTOS,xVT,"A -> FA",,,,1
1,2248,SOC,TEST-SC27-P4,,"sc run 27 5",100,Dut,sendCommand,0,,"PASS sc run 27 5",PERTOS,xVT,"A -> FA",,,,1
1,2249,SOC,TEST-SC172-P4,,"sc run 172 5",10,Dut,sendCommand,0,,"PASS sc run 172 5",PERTOS,xVT,"A -> FA",,,,1
1,2250,SOC,TEST-SC173-P4,,"sc run 173 5",10,Dut,sendCommand,0,,"PASS sc run 173 5",PERTOS,xVT,"A -> FA",,,,1
1,2251,SOC,TEST-SC182-P4,,"sc run 182 5",10,Dut,sendCommand,0,,"PASS sc run 182 5",PERTOS,xVT,"A -> FA",,,,1
1,2252,SOC,TEST-SC184-P4,,"sc run 184 5",10,Dut,sendCommand,0,,"PASS sc run 184 5",PERTOS,xVT,"A -> FA",,,,1
1,2253,SOC,TEST-SC499-P4,,"sc run 499 5",100,Dut,sendCommand,0,,"PASS sc run 499 5",PERTOS,xVT,"A -> FA",,,,1
1,2254,SOC,SET-PERF-0x3302234-P3-SC6,,"pmgr mode 0x3302234",10,Dut,sendCommand,0,,"PASS pmgr mode 0x3302234",PERTOS,xVT,AAB,,,,1
1,2255,SOC,TEST-SC6-P3,,"sc run 6 5",100,Dut,sendCommand,0,,"PASS sc run 6 5",PERTOS,xVT,"A -> FA",,,,1
1,2256,SOC,TEST-SC7-P3,,"sc run 7 5",40,Dut,sendCommand,0,,"PASS sc run 7 5",PERTOS,xVT,"A -> FA",,,,1
1,2257,SOC,TEST-SC13-P3,,"sc run 13 10",100,Dut,sendCommand,0,,"PASS sc run 13 10",PERTOS,xVT,"A -> FA",,,,1
1,2258,SOC,TEST-SC19-P3,,"sc run 19 5",100,Dut,sendCommand,0,,"PASS sc run 19 5",PERTOS,xVT,"A -> FA",,,,1
1,2259,SOC,TEST-SC27-P3,,"sc run 27 5",100,Dut,sendCommand,0,,"PASS sc run 27 5",PERTOS,xVT,"A -> FA",,,,1
1,2260,SOC,TEST-SC172-P3,,"sc run 172 5",10,Dut,sendCommand,0,,"PASS sc run 172 5",PERTOS,xVT,"A -> FA",,,,1
1,2261,SOC,TEST-SC173-P3,,"sc run 173 5",10,Dut,sendCommand,0,,"PASS sc run 173 5",PERTOS,xVT,"A -> FA",,,,1
1,2262,SOC,TEST-SC182-P3,,"sc run 182 5",10,Dut,sendCommand,0,,"PASS sc run 182 5",PERTOS,xVT,"A -> FA",,,,1
1,2263,SOC,TEST-SC184-P3,,"sc run 184 5",10,Dut,sendCommand,0,,"PASS sc run 184 5",PERTOS,xVT,"A -> FA",,,,1
1,2264,SOC,TEST-SC499-P3,,"sc run 499 5",100,Dut,sendCommand,0,,"PASS sc run 499 5",PERTOS,xVT,"A -> FA",,,,1
1,2265,SOC,SET-PERF-0x2202234-P2-SC6,,"pmgr mode 0x2202234",10,Dut,sendCommand,0,,"PASS pmgr mode 0x2202234",PERTOS,xVT,AAB,,,,1
1,2266,SOC,TEST-SC6-P2,,"sc run 6 5",100,Dut,sendCommand,0,,"PASS sc run 6 5",PERTOS,xVT,"A -> FA",,,,1
1,2267,SOC,TEST-SC7-P2,,"sc run 7 5",40,Dut,sendCommand,0,,"PASS sc run 7 5",PERTOS,xVT,"A -> FA",,,,1
1,2268,SOC,TEST-SC13-P2,,"sc run 13 10",100,Dut,sendCommand,0,,"PASS sc run 13 10",PERTOS,xVT,"A -> FA",,,,1
1,2269,SOC,TEST-SC19-P2,,"sc run 19 5",100,Dut,sendCommand,0,,"PASS sc run 19 5",PERTOS,xVT,"A -> FA",,,,1
1,2270,SOC,TEST-SC27-P2,,"sc run 27 5",100,Dut,sendCommand,0,,"PASS sc run 27 5",PERTOS,xVT,"A -> FA",,,,1
1,2271,SOC,TEST-SC100-P2,,"sc run 100 5",10,Dut,sendCommand,0,,"PASS sc run 100 5",PERTOS,xVT,"A -> FA",,,,1
1,2272,SOC,TEST-SC172-P2,,"sc run 172 5",10,Dut,sendCommand,0,,"PASS sc run 172 5",PERTOS,xVT,"A -> FA",,,,1
1,2273,SOC,TEST-SC173-P2,,"sc run 173 5",10,Dut,sendCommand,0,,"PASS sc run 173 5",PERTOS,xVT,"A -> FA",,,,1
1,2274,SOC,TEST-SC182-P2,,"sc run 182 5",10,Dut,sendCommand,0,,"PASS sc run 182 5",PERTOS,xVT,"A -> FA",,,,1
1,2275,SOC,TEST-SC184-P2,,"sc run 184 5",10,Dut,sendCommand,0,,"PASS sc run 184 5",PERTOS,xVT,"A -> FA",,,,1
1,2276,SOC,TEST-SC499-P2,,"sc run 499 5",100,Dut,sendCommand,0,,"PASS sc run 499 5",PERTOS,xVT,"A -> FA",,,,1
1,2277,SOC,SET-PERF-0x1102234-P1-SC6,,"pmgr mode 0x1102234",10,Dut,sendCommand,0,,"PASS pmgr mode 0x1102234",PERTOS,xVT,AAB,,,,1
1,2278,SOC,TEST-SC6-P1,,"sc run 6 5",100,Dut,sendCommand,0,,"PASS sc run 6 5",PERTOS,xVT,"A -> FA",,,,1
1,2279,SOC,TEST-SC7-P1,,"sc run 7 5",40,Dut,sendCommand,0,,"PASS sc run 7 5",PERTOS,xVT,"A -> FA",,,,1
1,2280,SOC,TEST-SC13-P1,,"sc run 13 10",100,Dut,sendCommand,0,,"PASS sc run 13 10",PERTOS,xVT,"A -> FA",,,,1
1,2281,SOC,TEST-SC19-P1,,"sc run 19 5",100,Dut,sendCommand,0,,"PASS sc run 19 5",PERTOS,xVT,"A -> FA",,,,1
1,2282,SOC,TEST-SC27-P1,,"sc run 27 5",100,Dut,sendCommand,0,,"PASS sc run 27 5",PERTOS,xVT,"A -> FA",,,,1
1,2283,SOC,TEST-SC100-P1,,"sc run 100 5",10,Dut,sendCommand,0,,"PASS sc run 100 5",PERTOS,xVT,"A -> FA",,,,1
1,2284,SOC,TEST-SC172-P1,,"sc run 172 5",10,Dut,sendCommand,0,,"PASS sc run 172 5",PERTOS,xVT,"A -> FA",,,,1
1,2285,SOC,TEST-SC173-P1,,"sc run 173 5",10,Dut,sendCommand,0,,"PASS sc run 173 5",PERTOS,xVT,"A -> FA",,,,1
1,2286,SOC,TEST-SC182-P1,,"sc run 182 5",10,Dut,sendCommand,0,,"PASS sc run 182 5",PERTOS,xVT,"A -> FA",,,,1
1,2287,SOC,TEST-SC184-P1,,"sc run 184 5",10,Dut,sendCommand,0,,"PASS sc run 184 5",PERTOS,xVT,"A -> FA",,,,1
1,2288,SOC,TEST-SC499-P1,,"sc run 499 5",100,Dut,sendCommand,0,,"PASS sc run 499 5",PERTOS,xVT,"A -> FA",,,,1
1,2289,SOC,SET-BBQ-OFF,,"bbq off",5,Dut,sendCommand,0,,"PASS bbq off",PERTOS,xVT,AAB,,,,1
1,2290,SOC,ECHO-DRAM-TEST-SECTION,,"echo >>>> DRAM Tests <<<<",5,Rush,echo,0,,"PASS echo",PERTOS,xVT,AAB,,,,1
1,2291,SOC,SET-PERF-0xb502256-Pb,,"pmgr mode 0xb502256",5,Dut,sendCommand,0,,"PASS pmgr mode 0xb502256",PERTOS,xVT,AAB,,,,1
1,2292,SOC,SET-TREFI-SOC,,"ddr trefi soc",5,Dut,sendCommand,0,,"PASS ddr trefi soc",PERTOS,xVT,AAB,,,,1
1,2293,SOC,SET-DCS-PG-ON-Pb,,"ddr dcspg on",10,Dut,sendCommand,0,,"PASS ddr dcspg on",PERTOS,xVT,AAB,,,,1
1,2294,SOC,SET-MEM-COF-20-Pb,,"mem cof 20",5,Dut,sendCommand,0,,"PASS mem cof 20",PERTOS,xVT,AAB,,,,1
1,2295,SOC,SET-MEM-SWITCHER,,"switcher pattern ramp 2000000 -alt=10000 -jitter=1000 -clk:d=6_4_5_4_6_5 -cpu=2 -on",5,Dut,sendCommand,0,,"PASS switcher pattern ramp 2000000 -alt=10000 -jitter=1000 -clk:d=6_4_5_4_6_5 -cpu=2 -on",PERTOS,xVT,AAB,,,,1
1,2296,SOC,SET-MEM-VERBOSE-ON-Pb,,"mem vrb 2",10,Dut,sendCommand,0,,"PASS mem vrb 2",PERTOS,xVT,AAB,,,,1
1,2297,SOC,TEST-SC674-DRAM-64Bit-RET-Pb,,"sc run 674",500,Dut,sendCommand,0,,"PASS sc run 674",PERTOS,xVT,"A -> FA",600,,,1
1,2298,SOC,TEST-SC760-DRAM-64Bit-Pb,,"sc run 760",4000,Dut,sendCommand,0,,"PASS sc run 760",PERTOS,xVT,"A -> FA",900,,,1
1,2299,SOC,TEST-SC700-DRAM-32Bit-Pb,,"sc run 700",5000,Dut,sendCommand,0,,"PASS sc run 700",PERTOS,xVT,"A -> FA",900,,,1
1,2300,SOC,SWITCHER-RESET-OFF-Pb,,"switcher off -reset",5,Dut,sendCommand,0,,"PASS switcher off -reset",PERTOS,xVT,AAB,,,,1
1,2301,SOC,TEST-SC63-DRAM-Retention-Pb,,"sc run 63",130,Dut,sendCommand,0,,"PASS sc run 63",PERTOS,xVT,"A -> FA",,,,1
1,2302,SOC,TEST-SC58-DRAM-KHM-Pb,,"sc run 58",20,Dut,sendCommand,0,,"PASS sc run 58",PERTOS,xVT,"A -> FA",,,,1
1,2303,SOC,SET-MEM-VERBOSE-OFF-Pb,,"mem vrb 1",10,Dut,sendCommand,0,,"PASS mem vrb 1",PERTOS,xVT,AAB,,,,1
1,2304,SOC,SET-MEM-COF-0-Pb,,"mem cof 0",5,Dut,sendCommand,0,,"PASS mem cof 0",PERTOS,xVT,AAB,,,,1
1,2305,SOC,SET-DCS-PG-OOFF-Pb,,"ddr dcspg off",5,Dut,sendCommand,0,,"PASS ddr dcspg off",PERTOS,xVT,AAB,,,,1
1,2306,SOC,TEST-SC62-DRAM-ReFresh-Pb,,"sc run 62 5",130,Dut,sendCommand,0,,"PASS sc run 62 5",PERTOS,xVT,"A -> FA",,,,1
