ENABLE,PDCAPREFIX,TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DUTCOMMAND,TIMEOUT,PLUGIN,ATLASCOMMAND,MDPARSER,REGEX,EXPECT,ENVIRONMENT,LIMITGROUP,RETESTPOLICY,HANGTIMEOUT,BGCT,PARAMETER,COF
1,1001,SOC,SET_FAN_SPEED_100,,FIXTURESIGNAL_SETFANSPEED_100,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
