ENABLE,PDCAPREFIX,PDCANAME,DUTCOMMAND,TIMEOUT,PLUGIN,ATLASCOMMAND,MDPARSER,REGEX,EXPECT,PARAMETER,LIMITGROUP,RETESTPOLICY,HANGTIMEOUT,BGCT,COF
1,2013,SET-DDR1V1-D6,pmgr update-volt -vd 6 1060000,5,Dut,sendCommand,0,,PASS pmgr update-volt -vd 6 1060000,PERTOS,xVT,AAB,,,1
1,2014,SET-DRAM-Fresh-Rate-Relax,ddr trefi soc,5,Dut,sendCommand,0,,PASS ddr trefi soc,PERTOS,xVT,AAB,,,1
1,2015,DUMP-PMU-RAILS,pmu rails,5,Dut,sendCommand,0,,PASS pmu rails,PERTOS,xVT,AAB,,,1
1,2016,SET-CLK-JITTER-10,os jitter 10,5,Dut,sendCommand,0,,PASS os jitter 10,PERTOS,xVT,AAB,,,1
1,2017,SET-TEMP-SENSOR-AUTO,ts reset auto,5,Dut,sendCommand,0,,PASS ts reset auto,PERTOS,xVT,AAB,,,1
1,2018,SET-INIT-MTR-TEMP-SENSOR,ts init mtr,5,Dut,sendCommand,0,,PASS ts init mtr,PERTOS,xVT,AAB,,,1
1,2019,SET-TEMP-SENSOR,ts rd,5,Dut,sendCommand,0,,PASS ts rd,PERTOS,xVT,AAB,,,1
1,2020,SET-TOOHOT-93,therm toohot 93 10 93 10 7 1,5,Dut,sendCommand,0,,PASS therm toohot 93 10 93 10 7 1,PERTOS,xVT,AAB,,,1
1,2021,SET-SOCHOT-113,therm sochot 113,5,Dut,sendCommand,0,,PASS therm sochot 113,PERTOS,xVT,AAB,,,1
1,2022,SET-ACC-UP,slave up acc,5,Dut,sendCommand,0,,PASS slave up acc,PERTOS,xVT,AAB,,,1
1,2023,SET-ANE-ON,pmgr ane on,5,Dut,sendCommand,0,,PASS pmgr ane on,PERTOS,xVT,AAB,,,1
1,2024,SET-PERF-0x6532145,pmgr mode 0x9502145,5,Dut,sendCommand,0,,PASS pmgr mode 0x9502145,PERTOS,xVT,AAB,,,1
1,2025,TEST-SC54-DRAM-PKG,sc run 54,5,Dut,sendCommand,0,,PASS sc run 54,PERTOS,xVT,A -> FA,,,1
1,2026,ECHO-ANE+BBQ-SECTION,echo >>>> ANE + BBQ Tests <<<<,5,Rush,echo,0,,PASS echo >>>> ANE + BBQ Tests <<<<,PERTOS,xVT,AAB,,,1
1,2027,SET-ACC-WFI-PG-EN,os idle wfi,5,Dut,sendCommand,0,,PASS os idle wfi,PERTOS,xVT,AAB,,,1
1,2028,SET-BBQ-3P-AMX-ANE-CFG-1,bbq config fg 625 0 4 150  0 0 E B,5,Dut,sendCommand,0,,PASS bbq config fg 625 0 4 150  0 0 E B,PERTOS,xVT,AAB,,,1
1,2029,SET-BBQ-3P-AMX-ANE-CFG-2,bbq config 0xEF 500 150 5 100 24 6 E B,5,Dut,sendCommand,0,,PASS bbq config 0xEF 500 150 5 100 24 6 E B,PERTOS,xVT,AAB,,,1
1,2030,SET-BBQ-ON,bbq on,15,Dut,sendCommand,0,,PASS bbq on,PERTOS,xVT,A -> FA,,,1
1,2031,TEST-SC173-3P-AMX-ANE-1,sc run 173 5 -coremask 0x10,15,Dut,sendCommand,0,,PASS sc run 173 5 -coremask 0x10,PERTOS,xVT,A -> FA,,,1
1,2032,TEST-SC184-3P-AMX-ANE-1,sc run 184 5 -coremask 0x10,5,Dut,sendCommand,0,,PASS sc run 184 5 -coremask 0x10,PERTOS,xVT,AAB,,,1
1,2033,SET-BBQ-3P-AMX-ANE-CFG-2,bbq config 0xDF 500 150 5 100 24 6 E B,15,Dut,sendCommand,0,,PASS bbq config 0xDF 500 150 5 100 24 6 E B,PERTOS,xVT,A -> FA,,,1
1,2034,TEST-SC173-3P-AMX-ANE-2,sc run 173 5 -coremask 0x20,15,Dut,sendCommand,0,,PASS sc run 173 5 -coremask 0x20,PERTOS,xVT,A -> FA,,,1
1,2035,TEST-SC184-3P-AMX-ANE-2,sc run 184 5 -coremask 0x20,5,Dut,sendCommand,0,,PASS sc run 184 5 -coremask 0x20,PERTOS,xVT,AAB,,,1
1,2036,SET-BBQ-3P-AMX-ANE-CFG-3,bbq config 0xBF 500 150 5 100 24 6 E B,15,Dut,sendCommand,0,,PASS bbq config 0xBF 500 150 5 100 24 6 E B,PERTOS,xVT,A -> FA,,,1
1,2037,TEST-SC173-3P-AMX-ANE-3,sc run 173 5 -coremask 0x40,15,Dut,sendCommand,0,,PASS sc run 173 5 -coremask 0x40,PERTOS,xVT,A -> FA,,,1
1,2038,TEST-SC184-3P-AMX-ANE-3,sc run 184 5 -coremask 0x40,5,Dut,sendCommand,0,,PASS sc run 184 5 -coremask 0x40,PERTOS,xVT,AAB,,,1
1,2039,SET-BBQ-3P-AMX-ANE-CFG-4,bbq config 0x7F 500 150 5 100 24 6 E B,15,Dut,sendCommand,0,,PASS bbq config 0x7F 500 150 5 100 24 6 E B,PERTOS,xVT,A -> FA,,,1
1,2040,TEST-SC173-3P-AMX-ANE-4,sc run 173 5 -coremask 0x80,15,Dut,sendCommand,0,,PASS sc run 173 5 -coremask 0x80,PERTOS,xVT,A -> FA,,,1
1,2041,TEST-SC184-3P-AMX-ANE-4,sc run 184 5 -coremask 0x80,5,Dut,sendCommand,0,,PASS sc run 184 5 -coremask 0x80,PERTOS,xVT,AAB,,,1
1,2042,SET-ACC-WFE-PG-DIS,os idle wfe,5,Dut,sendCommand,0,,PASS os idle wfe,PERTOS,xVT,AAB,,,1
1,2043,SET-BBQ-B-CFG1,bbq config fg 625 0 4 150  0 0 E B,5,Dut,sendCommand,0,,PASS bbq config fg 625 0 4 150  0 0 E B,PERTOS,xVT,AAB,,,1
1,2044,SET-BBQ-B-CFG2,bbq config 0xFF 500 150 5 100 24 6 E B,5,Dut,sendCommand,0,,PASS bbq config 0xFF 500 150 5 100 24 6 E B,PERTOS,xVT,AAB,,,1
1,2045,SET-BBQ-ON-2,bbq on,5,Dut,sendCommand,0,,PASS bbq on,PERTOS,xVT,AAB,,,1
1,2046,ECHO-ACC+BBQ-SECTION,echo >>>> ACC + BBQ Tests <<<<,5,Rush,echo,0,,PASS echo >>>> ACC + BBQ Tests <<<<,PERTOS,xVT,AAB,,,1
1,2047,SET-PERF-0x1102134-P1,pmgr mode 0x1102134,10,Dut,sendCommand,0,,PASS pmgr mode 0x1102134,PERTOS,xVT,A -> FA,,,1
1,2048,TEST-SC6-Core-M$-Bonfire-P1,sc run 6 5,50,Dut,sendCommand,0,,PASS sc run 6 5,PERTOS,xVT,A -> FA,,,1
1,2049,TEST-SC7-L2C-Bonfire-P1,sc run 7 5,5,Dut,sendCommand,0,,PASS sc run 7 5,PERTOS,xVT,A -> FA,,,1
1,2050,TEST-SC13-ACC-iCache-P1,sc run 13 5,5,Dut,sendCommand,0,,PASS sc run 13 5,PERTOS,xVT,A -> FA,,,1
1,2051,TEST-SC19-Mcore-BBQ-P1,sc run 19 5,5,Dut,sendCommand,0,,PASS sc run 19 5,PERTOS,xVT,A -> FA,,,1
1,2052,TEST-SC27-AMX-P1,sc run 27 5,10,Dut,sendCommand,0,,PASS sc run 27 5,PERTOS,xVT,A -> FA,,,1
1,2053,TEST-SC499-uRBM-LVCC-P1,sc run 499 5,5,Dut,sendCommand,0,,PASS sc run 499 5,PERTOS,xVT,AAB,,,1
1,2054,SET-PERF-0x2232134-P2,pmgr mode 0x2202134,10,Dut,sendCommand,0,,PASS pmgr mode 0x2202134,PERTOS,xVT,A -> FA,,,1
1,2055,TEST-SC6-Core-M$-Bonfire-P2,sc run 6 5,40,Dut,sendCommand,0,,PASS sc run 6 5,PERTOS,xVT,A -> FA,,,1
1,2056,TEST-SC7-L2C-Bonfire-P2,sc run 7 5,5,Dut,sendCommand,0,,PASS sc run 7 5,PERTOS,xVT,A -> FA,,,1
1,2057,TEST-SC13-ACC-iCache-P2,sc run 13 5,5,Dut,sendCommand,0,,PASS sc run 13 5,PERTOS,xVT,A -> FA,,,1
1,2058,TEST-SC19-Mcore-BBQ-P2,sc run 19 5,5,Dut,sendCommand,0,,PASS sc run 19 5,PERTOS,xVT,A -> FA,,,1
1,2059,TEST-SC27-AMX-P2,sc run 27 5,10,Dut,sendCommand,0,,PASS sc run 27 5,PERTOS,xVT,A -> FA,,,1
1,2060,TEST-SC499-uRBM-LVCC-P2,sc run 499 5,5,Dut,sendCommand,0,,PASS sc run 499 5,PERTOS,xVT,AAB,,,1
1,2061,SET-PERF-0x3332134,pmgr mode 0x3302134,10,Dut,sendCommand,0,,PASS pmgr mode 0x3302134,PERTOS,xVT,A -> FA,,,1
1,2062,TEST-SC6-Core-M$-Bonfire-P3,sc run 6 5,30,Dut,sendCommand,0,,PASS sc run 6 5,PERTOS,xVT,A -> FA,,,1
1,2063,TEST-SC7-L2C-Bonfire-P3,sc run 7 5,5,Dut,sendCommand,0,,PASS sc run 7 5,PERTOS,xVT,A -> FA,,,1
1,2064,TEST-SC13-ACC-iCache-P3,sc run 13 5,5,Dut,sendCommand,0,,PASS sc run 13 5,PERTOS,xVT,A -> FA,,,1
1,2065,TEST-SC19-Mcore-BBQ-P3,sc run 19 5,5,Dut,sendCommand,0,,PASS sc run 19 5,PERTOS,xVT,A -> FA,,,1
1,2066,TEST-SC27-AMX-P3,sc run 27 5,10,Dut,sendCommand,0,,PASS sc run 27 5,PERTOS,xVT,A -> FA,,,1
1,2067,TEST-SC499-uRBM-LVCC-P3,sc run 499 5,5,Dut,sendCommand,0,,PASS sc run 499 5,PERTOS,xVT,AAB,,,1
1,2068,SET-PERF-0x4432145,pmgr mode 0x4402145,10,Dut,sendCommand,0,,PASS pmgr mode 0x4402145,PERTOS,xVT,A -> FA,,,1
1,2069,TEST-SC6-Core-M$-Bonfire-P4,sc run 6 5,30,Dut,sendCommand,0,,PASS sc run 6 5,PERTOS,xVT,A -> FA,,,1
1,2070,TEST-SC7-L2C-Bonfire-P4,sc run 7 5,5,Dut,sendCommand,0,,PASS sc run 7 5,PERTOS,xVT,A -> FA,,,1
1,2071,TEST-SC13-ACC-iCache-P4,sc run 13 5,5,Dut,sendCommand,0,,PASS sc run 13 5,PERTOS,xVT,A -> FA,,,1
1,2072,TEST-SC19-Mcore-BBQ-P4,sc run 19 5,5,Dut,sendCommand,0,,PASS sc run 19 5,PERTOS,xVT,A -> FA,,,1
1,2073,TEST-SC27-AMX-P4,sc run 27 5,10,Dut,sendCommand,0,,PASS sc run 27 5,PERTOS,xVT,A -> FA,,,1
1,2074,TEST-SC499-uRBM-LVCC-P4,sc run 499 5,5,Dut,sendCommand,0,,PASS sc run 499 5,PERTOS,xVT,AAB,,,1
1,2075,SET-PERF-0x5532145,pmgr mode 0x5502145,10,Dut,sendCommand,0,,PASS pmgr mode 0x5502145,PERTOS,xVT,A -> FA,,,1
1,2076,TEST-SC6-Core-M$-Bonfire-P5,sc run 6 5,20,Dut,sendCommand,0,,PASS sc run 6 5,PERTOS,xVT,A -> FA,,,1
1,2077,TEST-SC7-L2C-Bonfire-P5,sc run 7 5,5,Dut,sendCommand,0,,PASS sc run 7 5,PERTOS,xVT,A -> FA,,,1
1,2078,TEST-SC13-ACC-iCache-P5,sc run 13 5,5,Dut,sendCommand,0,,PASS sc run 13 5,PERTOS,xVT,A -> FA,,,1
1,2079,TEST-SC19-Mcore-BBQ-P5,sc run 19 5,5,Dut,sendCommand,0,,PASS sc run 19 5,PERTOS,xVT,A -> FA,,,1
1,2080,TEST-SC27-AMX-P5,sc run 27 5,10,Dut,sendCommand,0,,PASS sc run 27 5,PERTOS,xVT,A -> FA,,,1
1,2081,TEST-SC499-uRBM-LVCC-P5,sc run 499 5,5,Dut,sendCommand,0,,PASS sc run 499 5,PERTOS,xVT,AAB,,,1
1,2082,SET-PERF-0x6532145,pmgr mode 0x6502145,10,Dut,sendCommand,0,,PASS pmgr mode 0x6502145,PERTOS,xVT,A -> FA,,,1
1,2083,TEST-SC6-Core-M$-Bonfire-P6,sc run 6 5,20,Dut,sendCommand,0,,PASS sc run 6 5,PERTOS,xVT,A -> FA,,,1
1,2084,TEST-SC7-L2C-Bonfire-P6,sc run 7 5,5,Dut,sendCommand,0,,PASS sc run 7 5,PERTOS,xVT,A -> FA,,,1
1,2085,TEST-SC13-ACC-iCache-P6,sc run 13 5,5,Dut,sendCommand,0,,PASS sc run 13 5,PERTOS,xVT,A -> FA,,,1
1,2086,TEST-SC19-Mcore-BBQ-P6,sc run 19 5,5,Dut,sendCommand,0,,PASS sc run 19 5,PERTOS,xVT,A -> FA,,,1
1,2087,TEST-SC27-AMX-P6,sc run 27 5,10,Dut,sendCommand,0,,PASS sc run 27 5,PERTOS,xVT,A -> FA,,,1
1,2088,TEST-SC499-uRBM-LVCC-P6,sc run 499 5,5,Dut,sendCommand,0,,PASS sc run 499 5,PERTOS,xVT,AAB,,,1
1,2089,SET-PERF-0x7532145,pmgr mode 0x7502145,10,Dut,sendCommand,0,,PASS pmgr mode 0x7502145,PERTOS,xVT,A -> FA,,,1
1,2090,TEST-SC6-Core-M$-Bonfire-P7,sc run 6 5,15,Dut,sendCommand,0,,PASS sc run 6 5,PERTOS,xVT,A -> FA,,,1
1,2091,TEST-SC7-L2C-Bonfire-P7,sc run 7 5,5,Dut,sendCommand,0,,PASS sc run 7 5,PERTOS,xVT,A -> FA,,,1
1,2092,TEST-SC13-ACC-iCache-P7,sc run 13 5,5,Dut,sendCommand,0,,PASS sc run 13 5,PERTOS,xVT,A -> FA,,,1
1,2093,TEST-SC19-Mcore-BBQ-P7,sc run 19 5,5,Dut,sendCommand,0,,PASS sc run 19 5,PERTOS,xVT,A -> FA,,,1
1,2094,TEST-SC27-AMX-P7,sc run 27 5,10,Dut,sendCommand,0,,PASS sc run 27 5,PERTOS,xVT,A -> FA,,,1
1,2095,TEST-SC499-uRBM-LVCC-P7,sc run 499 5,5,Dut,sendCommand,0,,PASS sc run 499 5,PERTOS,xVT,AAB,,,1
1,2096,SET-PERF-0x8532145,pmgr mode 0x8502145,10,Dut,sendCommand,0,,PASS pmgr mode 0x8502145,PERTOS,xVT,A -> FA,,,1
1,2097,TEST-SC6-Core-M$-Bonfire-P8,sc run 6 5,15,Dut,sendCommand,0,,PASS sc run 6 5,PERTOS,xVT,A -> FA,,,1
1,2098,TEST-SC7-L2C-Bonfire-P8,sc run 7 5,5,Dut,sendCommand,0,,PASS sc run 7 5,PERTOS,xVT,A -> FA,,,1
1,2099,TEST-SC13-ACC-iCache-P8,sc run 13 5,5,Dut,sendCommand,0,,PASS sc run 13 5,PERTOS,xVT,A -> FA,,,1
1,2100,TEST-SC19-Mcore-BBQ-P8,sc run 19 5,5,Dut,sendCommand,0,,PASS sc run 19 5,PERTOS,xVT,A -> FA,,,1
1,2101,TEST-SC27-AMX-P8,sc run 27 5,10,Dut,sendCommand,0,,PASS sc run 27 5,PERTOS,xVT,A -> FA,,,1
1,2102,TEST-SC499-uRBM-LVCC-P8,sc run 499 5,5,Dut,sendCommand,0,,PASS sc run 499 5,PERTOS,xVT,AAB,,,1
1,2103,SET-PERF-4P-ANE-0x9532145,pmgr mode 0x9502145,10,Dut,sendCommand,0,,PASS pmgr mode 0x9502145,PERTOS,xVT,A -> FA,,,1
1,2104,TEST-SC6-Core-M$-Bonfire-P9,sc run 6 5,15,Dut,sendCommand,0,,PASS sc run 6 5,PERTOS,xVT,A -> FA,,,1
1,2105,TEST-SC7-L2C-Bonfire-P9,sc run 7 5,5,Dut,sendCommand,0,,PASS sc run 7 5,PERTOS,xVT,A -> FA,,,1
1,2106,TEST-SC13-ACC-iCache-P9,sc run 13 5,5,Dut,sendCommand,0,,PASS sc run 13 5,PERTOS,xVT,A -> FA,,,1
1,2107,TEST-SC19-Mcore-BBQ-P9,sc run 19 5,5,Dut,sendCommand,0,,PASS sc run 19 5,PERTOS,xVT,A -> FA,,,1
1,2108,TEST-SC27-AMX-P9,sc run 27 5,10,Dut,sendCommand,0,,PASS sc run 27 5,PERTOS,xVT,A -> FA,,,1
1,2109,TEST-SC499-uRBM-LVCC-P9,sc run 499 5,5,Dut,sendCommand,0,,PASS sc run 499 5,PERTOS,xVT,AAB,,,1
1,2110,SET-PERF-3P-ANE-0x9532145,pmgr mode 0xa502145,10,Dut,sendCommand,0,,PASS pmgr mode 0xa502145,PERTOS,xVT,A -> FA,,,1
1,2111,TEST-SC6-Core-M$-Bonfire-Pa,sc run 6 5,15,Dut,sendCommand,0,,PASS sc run 6 5,PERTOS,xVT,A -> FA,,,1
1,2112,TEST-SC7-L2C-Bonfire-Pa,sc run 7 5,5,Dut,sendCommand,0,,PASS sc run 7 5,PERTOS,xVT,A -> FA,,,1
1,2113,TEST-SC13-ACC-iCache-Pa,sc run 13 5,5,Dut,sendCommand,0,,PASS sc run 13 5,PERTOS,xVT,A -> FA,,,1
1,2114,TEST-SC19-Mcore-BBQ-Pa,sc run 19 5,5,Dut,sendCommand,0,,PASS sc run 19 5,PERTOS,xVT,A -> FA,,,1
1,2115,TEST-SC27-AMX-Pa,sc run 27 5,10,Dut,sendCommand,0,,PASS sc run 27 5,PERTOS,xVT,A -> FA,,,1
1,2116,TEST-SC499-uRBM-LVCC-Pa,sc run 499 5,5,Dut,sendCommand,0,,PASS sc run 499 5,PERTOS,xVT,AAB,,,1
1,2117,SET-BBQ-OFF,bbq off,5,Dut,sendCommand,0,,PASS bbq off,PERTOS,xVT,AAB,,,1
1,2118,ECHO-DRAM-TEST-SECTION,echo >>>> DRAM Tests <<<<,5,Rush,echo,0,,PASS echo >>>> DRAM Tests <<<<,PERTOS,xVT,AAB,,,1
1,2119,SET-PERF-0xb532146,pmgr mode 0xb532146,5,Dut,sendCommand,0,,PASS pmgr mode 0xb532146,PERTOS,xVT,AAB,,,1
1,2120,SET-DCS-PG-ON-PbE5D6,ddr dcspg on,5,Dut,sendCommand,0,,PASS ddr dcspg on,PERTOS,xVT,AAB,,,1
1,2121,SET-MEM-COF-20-PbE5D6,mem cof 20,5,Dut,sendCommand,0,,PASS mem cof 20,PERTOS,xVT,AAB,,,1
1,2122,SET-MEM-VERBOSE-PbE5D6,mem vrb 2,5,Dut,sendCommand,0,,PASS mem vrb 2,PERTOS,xVT,AAB,,,1
1,2123,SET-MEM-SWITCHER,switcher pattern ramp 2000000 -alt=10000 -jitter=1000 -clk:d=6_4_5_4_6_5 -cpu=2 -on,5,Dut,sendCommand,0,,PASS switcher pattern ramp 2000000 -alt=10000 -jitter=1000 -clk:d=6_4_5_4_6_5 -cpu=2 -on,PERTOS,xVT,AAB,,,1
1,2124,SET-OCLAMON-CFG,oclamon adc config -e -p -c 7 -m -peak_min,5,Dut,sendCommand,0,,PASS oclamon adc config -e -p -c 7 -m -peak_min,PERTOS,xVT,AAB,,,1
1,2125,SET-OCLAMON-ON,oclamon adc on,5,Dut,sendCommand,0,,PASS oclamon adc on,PERTOS,xVT,AAB,,,1
1,2126,SET-OCLAMON-DVFM,oclamon teldvfm on,5,Dut,sendCommand,0,,PASS oclamon teldvfm on,PERTOS,xVT,AAB,,,1
1,2127,SET-OCLAMON-TAG-ON,oclamon scenario_tags on,20,Dut,sendCommand,0,,PASS oclamon scenario_tags on,PERTOS,xVT,A -> FA,,,1
1,2128,TEST-SC674-DRAM-64Bit-RET-PbE5D6,sc run 674,120,Dut,sendCommand,0,,PASS sc run 674,PERTOS,xVT,A -> FA,,,1
1,2129,TEST-SC700-DRAM-32Bit-PbE5D6,sc run 760,800,Dut,sendCommand,0,,PASS sc run 760,PERTOS,xVT,A -> FA,,,1
1,2130,TEST-SC760-DRAM-64Bit-PbE5D6,sc run 700,1200,Dut,sendCommand,0,,PASS sc run 700,PERTOS,xVT,A -> FA,,,1
1,2131,TEST-SC63-DRAM-Retention-PbE5D6,sc run 63,100,Dut,sendCommand,0,,PASS sc run 63,PERTOS,xVT,A -> FA,,,1
1,2132,TEST-SC58-DRAM-KHM-PbE5D6,sc run 58,20,Dut,sendCommand,0,,PASS sc run 58,PERTOS,xVT,AAB,,,1
1,2133,SET-MEM-VERBOSE-PbE5D6,mem vrb 1,5,Dut,sendCommand,0,,PASS mem vrb 1,PERTOS,xVT,AAB,,,1
1,2134,SET-MEM-COF-0-PbE5D6,mem cof 0,5,Dut,sendCommand,0,,PASS mem cof 0,PERTOS,xVT,AAB,,,1
1,2135,SET-Switcher-Reset,switcher off -reset,20,Dut,sendCommand,0,,PASS switcher off -reset,PERTOS,xVT,AAB,,,1
1,2136,SET-DCS-PG-OOFF-PbE5D6,ddr dcspg off,5,Dut,sendCommand,0,,PASS ddr dcspg off,PERTOS,xVT,A -> FA,,,1
1,2137,TEST-SC62-DRAM-ReFresh,sc run 62 5,5,Dut,sendCommand,0,,PASS sc run 62 5,PERTOS,xVT,AAB,,,1
1,2138,TEST-DDR-Margin,ddr margin test 0x363 15,5,Dut,sendCommand,0,,PASS ddr margin test 0x363 15,PERTOS,xVT,AAB,,,1
1,2139,TEST-DDR-Vref-P5D5,ddr vref test 0x363 4 4 4 4,5,Dut,sendCommand,0,,PASS ddr vref test 0x363 4 4 4 4,PERTOS,xVT,AAB,,,1
1,2140,SET-PERF-0x6532145,pmgr mode 0x6532145,5,Dut,sendCommand,0,,PASS pmgr mode 0x6532145,PERTOS,xVT,AAB,,,1
1,2141,TEST-DDR-Vref-P5D5,ddr vref test 0x363 4 4 4 4,5,Dut,sendCommand,0,,PASS ddr vref test 0x363 4 4 4 4,PERTOS,xVT,AAB,,,1
1,2142,SET-PERF-0x6532146,pmgr mode 0x6532146,5,Dut,sendCommand,0,,PASS pmgr mode 0x6532146,PERTOS,xVT,AAB,,,1
1,2143,SET-DCS-PG-ON-P6E5D6,ddr dcspg on,5,Dut,sendCommand,0,,PASS ddr dcspg on,PERTOS,xVT,AAB,,,1
1,2144,SET-Switch-To-DRAM,xfer con,5,Dut,sendCommand,0,,PASS xfer con,PERTOS,xVT,AAB,,,1
1,2145,SET-DISABLE-HEARTBEAT,os heartbeat 0,5,Dut,sendCommand,0,,PASS os heartbeat 0,PERTOS,xVT,AAB,,,1
1,2146,SET-DDR-FSX,mmu ddr-protect fsx,5,Dut,sendCommand,0,,PASS mmu ddr-protect fsx,PERTOS,xVT,AAB,,,1
1,2147,SET-MOUNT-USB-FS-2,fs mount ddr,5,Dut,sendCommand,0,,PASS fs mount ddr,PERTOS,xVT,AAB,,,1
1,2148,SET-ACC-UP-2,slave up acc,5,Dut,sendCommand,0,,PASS slave up acc,PERTOS,xVT,AAB,,,1
1,2149,Print GFX test section,echo >>>> GFX Tests <<<<,5,Rush,echo,0,,PASS echo >>>> GFX Tests <<<<,PERTOS,xVT,A -> FA,,,1
1,2150,SET-PERF-0x2502146,pmgr mode 0x2502146,5,Dut,sendCommand,0,,PASS pmgr mode 0x2502146,PERTOS,xVT,AAB,,,1
1,2151,TEST-SC30-GFX-G1,sc run 30 5,120,Dut,sendCommand,0,,PASS sc run 30 5,PERTOS,xVT,A -> FA,,,1
1,2152,SET-PERF-0x2502246,pmgr mode -g 2,5,Dut,sendCommand,0,,PASS pmgr mode -g 2,PERTOS,xVT,AAB,,,1
1,2153,TEST-SC30-GFX-G2,sc run 30 5,120,Dut,sendCommand,0,,PASS sc run 30 5,PERTOS,xVT,A -> FA,,,1
1,2154,SET-PERF-0x2502346,pmgr mode -g 3,5,Dut,sendCommand,0,,PASS pmgr mode -g 3,PERTOS,xVT,AAB,,,1
1,2155,TEST-SC30-GFX-G3,sc run 30 5,120,Dut,sendCommand,0,,PASS sc run 30 5,PERTOS,xVT,A -> FA,,,1
1,2156,SET-PERF-0x2502446,pmgr mode -g 4,5,Dut,sendCommand,0,,PASS pmgr mode -g 4,PERTOS,xVT,AAB,,,1
1,2157,TEST-SC30-GFX-G4,sc run 30 5,120,Dut,sendCommand,0,,PASS sc run 30 5,PERTOS,xVT,A -> FA,,,1
1,2158,SET-PERF-0x2502546,pmgr mode -g 5,5,Dut,sendCommand,0,,PASS pmgr mode -g 5,PERTOS,xVT,AAB,,,1
1,2159,TEST-SC30-GFX-G5,sc run 30 5,120,Dut,sendCommand,0,,PASS sc run 30 5,PERTOS,xVT,A -> FA,,,1
1,2160,SET-PERF-0x2502646,pmgr mode -g 6,5,Dut,sendCommand,0,,PASS pmgr mode -g 6,PERTOS,xVT,AAB,,,1
1,2161,TEST-SC30-GFX-G6,sc run 30 5,120,Dut,sendCommand,0,,PASS sc run 30 5,PERTOS,xVT,A -> FA,,,1
1,2162,SET-PERF-0x2502746,pmgr mode -g 7,5,Dut,sendCommand,0,,PASS pmgr mode -g 7,PERTOS,xVT,AAB,,,1
1,2163,TEST-SC30-GFX-G7,sc run 30 5,5,Dut,sendCommand,0,,PASS sc run 30 5,PERTOS,xVT,AAB,,,1
1,2164,ECHO-ANE-TEST,echo >>>> ANE Tests <<<<,5,Rush,echo,0,,PASS echo >>>> ANE Tests <<<<,PERTOS,xVT,A -> FA,,,1
1,2165,SET-PERF-0x2212146,pmgr mode 0x2212146,5,Dut,sendCommand,0,,PASS pmgr mode 0x2212146,PERTOS,xVT,A -> FA,,,1
1,2166,TEST-ANE-DRAM-P2,sc run 100 5,5,Dut,sendCommand,0,,PASS sc run 100 5,PERTOS,xVT,AAB,,,1
1,2167,TEST-ANE-EXT-DRAM-P2,sc run 163 5,5,Dut,sendCommand,0,,PASS sc run 163 5,PERTOS,xVT,A -> FA,,,1
1,2168,SET-PERF-0x3232146,pmgr mode -p 3,5,Dut,sendCommand,0,,PASS pmgr mode -p 3,PERTOS,xVT,A -> FA,,,1
